ID Empleado,Nombre,Apellido,Edad,Género,Área,Puesto,Tipo de Contrato,Fecha de Ingreso,Sueldo,Ciudad,Modalidad de Trabajo,Estado,Evaluación de Desempeño,pred_rf,pred_svm
E0357,Ainoa,Rebollo,51,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2022-07-10,1659.33,Cusco,Remoto,Cesado,88.96,0,0
E0358,Gracia,Sevillano,41,Masculino,Finanzas,Jefe de Tesorería,Indeterminado,2021-12-10,5477.95,Chiclayo,Remoto,Activo,79.37,0,0
E0359,Luís,Salvador,39,Femenino,TI,Analista de Sistemas,Plazo Fijo,2024-07-02,1611.33,Arequipa,Presencial,Activo,32.09,0,0
E0360,Vanesa,Balaguer,46,Masculino,Marketing,Diseñador Gráfico,Plazo Fijo,2018-03-27,4686.59,Piura,Remoto,Activo,51.53,0,0
E0361,Teófila,Posada,30,Masculino,Logística,Coordinador de Transporte,Indeterminado,2025-03-05,4887.22,Iquitos,Presencial,Cesado,87.52,0,0
E0362,Vera,Gisbert,32,Masculino,Marketing,Especialista en Marca,Indeterminado,2023-06-09,5584.42,Chiclayo,Presencial,Activo,82.35,0,0
E0363,Loida,Domingo,52,Femenino,Producción,Operario de Planta,Plazo Fijo,2021-01-14,2818.41,Lima,Presencial,Cesado,87.05,0,0
E0364,Narciso,Mayo,57,Femenino,Logística,Almacenero,Indeterminado,2023-04-05,5142.51,Cusco,Mixto,Activo,38.66,0,0
E0365,Gerónimo,Boada,30,Masculino,Marketing,Coordinador de Producto,Plazo Fijo,2024-07-14,1978.13,Piura,Mixto,Activo,86.46,0,0
E0366,Florencia,Ramos,20,Femenino,Marketing,Coordinador de Producto,Indeterminado,2025-04-12,4990.38,Trujillo,Mixto,Activo,80.51,0,0
E0367,Javier,Moreno,39,Femenino,TI,Soporte Técnico,Plazo Fijo,2024-11-24,2207.63,Tacna,Remoto,Activo,52.06,0,0
E0368,Sigfrido,Martí,59,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2023-11-27,5997.11,Lima,Mixto,Activo,59.38,0,0
E0369,Arturo,Guillén,38,Femenino,Producción,Operario de Planta,Plazo Fijo,2021-10-23,2634.96,Chiclayo,Presencial,Activo,86.15,0,0
E0370,Hugo,Jerez,36,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2021-07-14,5013.53,Piura,Presencial,Activo,68.08,0,0
E0371,Ámbar,Borrás,21,Femenino,Logística,Supervisor de Logística,Indeterminado,2024-12-25,2898.55,Iquitos,Remoto,Activo,99.48,0,0
E0372,Emiliana,Oller,32,Femenino,Producción,Supervisor de Producción,Plazo Fijo,2019-05-22,3640.6,Piura,Mixto,Activo,67.19,0,0
E0373,Espiridión,Pinedo,52,Femenino,Marketing,Coordinador de Producto,Indeterminado,2020-07-06,1424.85,Trujillo,Remoto,Activo,72.52,0,0
E0374,Isidro,Farré,55,Masculino,Producción,Jefe de Línea,Plazo Fijo,2021-07-05,2731.29,Arequipa,Presencial,Activo,88.68,0,0
E0375,Adalberto,Palomares,43,Femenino,Recursos Humanos,Reclutador,Indeterminado,2021-06-27,3315.62,Chiclayo,Presencial,Activo,19.45,0,0
E0376,Antonio,Iniesta,27,Femenino,Recursos Humanos,Reclutador,Indeterminado,2019-02-12,5345.21,Iquitos,Presencial,Cesado,20.03,0,0
E0377,María Luisa,Barceló,46,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2019-01-15,3402.03,Trujillo,Presencial,Activo,5.8,0,0
E0378,Fidel,Luna,48,Femenino,Marketing,Especialista en Marca,Indeterminado,2023-01-15,4911.02,Trujillo,Remoto,Cesado,43.37,1,1
E0379,Amancio,Arnaiz,47,Femenino,TI,Soporte Técnico,Indeterminado,2018-09-28,1121.27,Iquitos,Presencial,Activo,95.01,0,0
E0380,Felipa,Ros,40,Masculino,Finanzas,Jefe de Tesorería,Indeterminado,2021-05-20,4649.37,Lima,Mixto,Activo,34.43,0,0
E0381,Leandro,Figueroa,28,Masculino,TI,Analista de Sistemas,Indeterminado,2018-10-16,1261.01,Cusco,Presencial,Activo,29.08,0,0
E0382,Lucila,Cortés,53,Femenino,TI,Analista de Sistemas,Plazo Fijo,2018-06-05,5980.42,Trujillo,Remoto,Activo,18.84,1,1
E0383,Maura,Pacheco,45,Masculino,Marketing,Especialista en Marca,Indeterminado,2020-10-01,4651.77,Trujillo,Presencial,Cesado,71.11,0,0
E0384,Maricela,Vidal,22,Femenino,Producción,Jefe de Línea,Indeterminado,2025-02-22,5973.03,Lima,Mixto,Activo,1.97,0,0
E0385,Onofre,Fiol,27,Femenino,TI,Soporte Técnico,Indeterminado,2023-06-05,2211.38,Arequipa,Mixto,Activo,68.57,0,0
E0386,Bonifacio,Andreu,20,Femenino,TI,Analista de Sistemas,Indeterminado,2024-01-31,3567.97,Arequipa,Mixto,Activo,89.86,0,0
E0387,María,Gisbert,52,Masculino,Logística,Almacenero,Indeterminado,2025-05-07,1937.14,Arequipa,Remoto,Activo,83.15,0,0
E0388,Roxana,Cabrera,32,Femenino,Producción,Jefe de Línea,Plazo Fijo,2021-10-04,1129.79,Cusco,Presencial,Activo,68.82,0,0
E0389,Faustino,Hervia,50,Femenino,Marketing,Especialista en Marca,Indeterminado,2024-05-09,1381.24,Lima,Mixto,Activo,66.9,0,0
E0390,Maricruz,Arévalo,29,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2018-07-31,4196.79,Arequipa,Remoto,Activo,29.6,1,1
E0391,Ruth,Quero,49,Masculino,Finanzas,Analista Financiero,Plazo Fijo,2023-09-09,2756.29,Lima,Remoto,Activo,11.59,1,1
E0392,Maricela,Mariño,22,Masculino,Marketing,Coordinador de Producto,Plazo Fijo,2023-07-23,2742.66,Trujillo,Remoto,Activo,26.83,1,1
E0393,Asunción,Olmedo,25,Femenino,Logística,Almacenero,Plazo Fijo,2025-02-15,2959.27,Arequipa,Remoto,Activo,38.57,1,1
E0394,Chelo,Madrid,50,Femenino,Producción,Operario de Planta,Indeterminado,2019-02-25,4459.58,Arequipa,Presencial,Activo,84.43,0,0
E0395,Joaquina,Leiva,26,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2023-07-12,4029.41,Chiclayo,Presencial,Activo,86.26,0,0
E0396,Marcia,Millán,28,Femenino,TI,Desarrollador Backend,Plazo Fijo,2019-11-23,1163.08,Iquitos,Remoto,Activo,1.24,1,1
E0397,Joaquín,Castells,53,Masculino,Producción,Jefe de Línea,Indeterminado,2021-05-21,4284.89,Arequipa,Remoto,Activo,66.37,0,0
E0398,Nicolás,Bas,44,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2018-08-07,4192.03,Lima,Presencial,Activo,46.93,0,0
E0399,Dorita,Villa,51,Masculino,Finanzas,Contador,Plazo Fijo,2021-11-25,2607.64,Tacna,Presencial,Cesado,22.27,0,0
E0400,Luisina,Flores,44,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2019-06-22,4992.39,Chiclayo,Remoto,Cesado,49.85,1,1
E0401,Dafne,Tamayo,40,Masculino,TI,Analista de Sistemas,Indeterminado,2022-06-13,2975.44,Lima,Presencial,Activo,0.02,0,0
E0402,Damián,Pedrosa,25,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2023-06-19,4334.38,Piura,Mixto,Activo,5.43,0,0
E0403,Jaime,Clavero,34,Femenino,Logística,Coordinador de Transporte,Plazo Fijo,2018-05-27,4261.84,Chiclayo,Mixto,Cesado,75.93,0,0
E0404,Clara,Olmedo,34,Masculino,Logística,Supervisor de Logística,Indeterminado,2020-09-10,3576.46,Cusco,Mixto,Cesado,16.42,0,0
E0405,Victor,Nogués,28,Femenino,Finanzas,Contador,Plazo Fijo,2019-12-23,1542.18,Piura,Presencial,Activo,82.46,0,0
E0406,Sebastián,Montenegro,32,Femenino,Finanzas,Contador,Indeterminado,2019-12-04,5175.95,Lima,Mixto,Activo,45.05,0,0
E0407,Manuelita,Salcedo,57,Masculino,TI,Desarrollador Backend,Plazo Fijo,2021-02-02,5672.01,Lima,Mixto,Activo,78.11,0,0
E0408,Herberto,Torralba,31,Masculino,Producción,Operario de Planta,Plazo Fijo,2021-10-30,4263.64,Arequipa,Remoto,Activo,38.47,1,1
E0409,Lupe,Palma,58,Masculino,Logística,Supervisor de Logística,Indeterminado,2021-06-25,3225.93,Tacna,Remoto,Cesado,60.25,0,0
E0410,Jose Luis,Sanchez,52,Femenino,Producción,Supervisor de Producción,Indeterminado,2023-04-06,4665.67,Tacna,Mixto,Activo,62.42,0,0
E0411,Salvador,Salamanca,38,Femenino,Producción,Operario de Planta,Plazo Fijo,2022-05-21,3680.43,Trujillo,Mixto,Activo,76.08,0,0
E0412,Consuela,Mercader,55,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2018-02-25,4721.69,Iquitos,Mixto,Activo,42.24,0,0
E0413,Prudencio,Aguilera,20,Masculino,Finanzas,Contador,Indeterminado,2022-04-29,4328.19,Trujillo,Presencial,Activo,78.55,0,0
E0414,Pío,Pablo,38,Femenino,Marketing,Especialista en Marca,Indeterminado,2023-11-09,4750.72,Cusco,Presencial,Activo,45.26,0,0
E0415,Jose Angel,Sanmiguel,59,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2019-07-10,3520.38,Iquitos,Presencial,Activo,4.7,0,0
E0416,Fabián,Rey,44,Femenino,TI,Analista de Sistemas,Plazo Fijo,2022-09-23,1202.78,Tacna,Mixto,Activo,86.88,0,0
E0417,Maite,León,48,Masculino,Producción,Supervisor de Producción,Indeterminado,2021-11-14,3701.34,Tacna,Mixto,Activo,96.43,0,0
E0418,Elvira,Marín,38,Femenino,Marketing,Coordinador de Producto,Indeterminado,2020-09-04,5809.75,Arequipa,Presencial,Activo,42.85,0,0
E0419,Ana,Gascón,55,Femenino,Marketing,Especialista en Marca,Indeterminado,2022-12-23,2605.95,Cusco,Presencial,Cesado,92.86,0,0
E0420,Amancio,Riquelme,58,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2019-01-17,4934.83,Cusco,Remoto,Cesado,70.77,0,0
E0421,Xiomara,Alonso,53,Masculino,Marketing,Coordinador de Producto,Plazo Fijo,2020-05-21,1738.01,Arequipa,Mixto,Cesado,22.12,0,0
E0422,Luciana,Peláez,33,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2019-11-25,5748.06,Cusco,Presencial,Activo,82.37,0,0
E0423,Miguel Ángel,Vall,20,Masculino,Producción,Jefe de Línea,Indeterminado,2022-01-30,5515.8,Chiclayo,Presencial,Activo,68.26,0,0
E0424,Saturnino,Gutiérrez,40,Femenino,Finanzas,Contador,Indeterminado,2018-01-13,4600.56,Cusco,Mixto,Activo,82.21,0,0
E0425,Quique,Carrillo,43,Femenino,TI,Desarrollador Backend,Indeterminado,2021-11-20,1906.04,Cusco,Mixto,Activo,16.74,0,0
E0426,Chita,Cánovas,54,Masculino,Producción,Operario de Planta,Indeterminado,2018-02-20,4121.64,Piura,Mixto,Activo,42.42,0,0
E0427,Guiomar,Chacón,26,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2024-07-15,5070.94,Iquitos,Mixto,Activo,15.38,0,0
E0428,Evita,Godoy,49,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2022-04-21,1832.42,Arequipa,Presencial,Activo,57.5,0,0
E0429,Nilo,Sedano,34,Femenino,TI,Soporte Técnico,Plazo Fijo,2023-02-09,2980.55,Chiclayo,Mixto,Cesado,67.33,0,0
E0430,Ramona,Soria,54,Masculino,Producción,Supervisor de Producción,Indeterminado,2022-10-29,3899.03,Arequipa,Mixto,Activo,50.28,0,0
E0431,Gustavo,Saura,38,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2021-06-06,2863.77,Cusco,Remoto,Activo,53.35,0,0
E0432,Cloe,Carbonell,28,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2024-01-09,4363.86,Trujillo,Remoto,Activo,1.12,1,1
E0433,Pepe,Saavedra,55,Masculino,Finanzas,Analista Financiero,Indeterminado,2019-11-01,3955.04,Lima,Mixto,Activo,74.83,0,0
E0434,Eligio,Bautista,42,Masculino,TI,Analista de Sistemas,Plazo Fijo,2024-09-14,1862.84,Trujillo,Presencial,Cesado,18.14,0,0
E0435,Ignacia,Ferrer,56,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2018-08-24,4335.44,Arequipa,Remoto,Cesado,72.56,0,0
E0436,Valero,Morales,51,Femenino,Logística,Almacenero,Indeterminado,2023-12-24,2375.65,Piura,Presencial,Activo,31.78,0,0
E0437,Serafina,Valdés,48,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2018-11-12,3891.74,Cusco,Mixto,Activo,95.87,0,0
E0438,Jose Luis,Moll,30,Masculino,Logística,Almacenero,Plazo Fijo,2024-06-17,4680.87,Piura,Mixto,Activo,35.95,0,0
E0439,Curro,Roldán,41,Femenino,TI,Soporte Técnico,Indeterminado,2020-11-12,3398.94,Tacna,Remoto,Cesado,60.66,0,0
E0440,Paulina,Roman,37,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2018-10-16,5423.72,Cusco,Mixto,Activo,89.21,0,0
E0441,Pelayo,Solís,52,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2024-07-20,2008.7,Iquitos,Mixto,Activo,54.35,0,0
E0442,María Dolores,Carnero,54,Femenino,Producción,Operario de Planta,Plazo Fijo,2021-07-04,2062.16,Tacna,Remoto,Cesado,50.11,0,0
E0443,Aarón,Ávila,25,Femenino,Logística,Coordinador de Transporte,Indeterminado,2021-11-28,2141.13,Lima,Mixto,Activo,14.04,0,0
E0444,Alfonso,Boix,30,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2023-06-19,4641.26,Trujillo,Mixto,Cesado,76.15,0,0
E0445,Dorita,Manrique,34,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2021-09-27,4319.73,Piura,Presencial,Activo,91.79,0,0
E0446,África,Enríquez,22,Masculino,Producción,Jefe de Línea,Plazo Fijo,2022-08-11,5840.0,Arequipa,Mixto,Activo,26.33,0,0
E0447,Dorita,Benavides,54,Masculino,TI,Analista de Sistemas,Indeterminado,2024-03-30,3909.53,Iquitos,Remoto,Activo,37.63,1,1
E0448,Cloe,Piña,34,Femenino,Logística,Supervisor de Logística,Indeterminado,2024-03-26,5427.96,Chiclayo,Remoto,Activo,13.9,1,1
E0449,Federico,Adadia,30,Masculino,Finanzas,Jefe de Tesorería,Indeterminado,2019-11-25,1691.72,Cusco,Presencial,Activo,71.73,0,0
E0450,Xavier,Luís,27,Masculino,TI,Soporte Técnico,Plazo Fijo,2021-10-14,4353.41,Arequipa,Remoto,Activo,16.12,1,1
E0451,Bartolomé,Jimenez,46,Masculino,Marketing,Especialista en Marca,Indeterminado,2021-12-10,3933.2,Trujillo,Mixto,Activo,3.92,0,0
E0452,María Pilar,Gonzalez,56,Masculino,Finanzas,Analista Financiero,Plazo Fijo,2024-05-27,3549.37,Cusco,Presencial,Activo,56.36,0,0
E0453,Jordi,Farré,21,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2022-09-05,5963.37,Chiclayo,Mixto,Cesado,83.04,0,0
E0454,Narcisa,Porras,58,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2023-01-10,4601.63,Cusco,Presencial,Activo,59.65,0,0
E0455,Jovita,Martorell,24,Masculino,TI,Soporte Técnico,Prácticas,2025-02-01,1013.97,Trujillo,Presencial,Activo,90.93,0,0
E0456,Beatriz,Domínguez,46,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2025-03-10,5501.15,Trujillo,Remoto,Activo,53.14,0,0
E0457,José María,Abad,27,Masculino,TI,Analista de Sistemas,Indeterminado,2021-03-23,3664.18,Trujillo,Mixto,Activo,77.49,0,0
E0458,Tito,Pascual,47,Femenino,Logística,Almacenero,Plazo Fijo,2025-05-05,5687.8,Iquitos,Presencial,Activo,38.12,0,0
E0459,Cayetano,Castejón,57,Masculino,TI,Desarrollador Backend,Indeterminado,2025-03-14,4812.9,Cusco,Remoto,Activo,87.68,0,0
E0460,Araceli,Gascón,46,Femenino,Marketing,Especialista en Marca,Indeterminado,2023-02-14,3579.28,Lima,Mixto,Activo,20.54,0,0
E0461,Lorenza,Badía,40,Femenino,Logística,Almacenero,Plazo Fijo,2024-08-04,4233.49,Trujillo,Remoto,Activo,53.61,0,0
E0462,Sebastián,Solsona,56,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2019-03-09,3025.07,Iquitos,Presencial,Cesado,55.91,0,0
E0463,Celestina,Rincón,50,Femenino,Logística,Coordinador de Transporte,Indeterminado,2024-09-09,2948.52,Tacna,Mixto,Activo,65.93,0,0
E0464,Candelaria,Barón,34,Femenino,Producción,Operario de Planta,Plazo Fijo,2023-02-17,3507.3,Arequipa,Presencial,Activo,61.4,0,0
E0465,Asunción,Araujo,23,Masculino,TI,Analista de Sistemas,Plazo Fijo,2020-12-13,5103.91,Lima,Presencial,Activo,43.54,0,0
E0466,Calista,Ballesteros,24,Femenino,Marketing,Diseñador Gráfico,Plazo Fijo,2022-06-07,1121.42,Arequipa,Mixto,Activo,40.06,0,0
E0467,Florencia,Jimenez,53,Femenino,Producción,Supervisor de Producción,Plazo Fijo,2023-07-18,4176.28,Lima,Presencial,Cesado,85.06,0,0
E0468,Moreno,Franch,53,Femenino,Marketing,Especialista en Marca,Indeterminado,2023-07-03,1789.28,Piura,Mixto,Activo,65.5,0,0
E0469,Jose Luis,Pons,30,Masculino,Logística,Supervisor de Logística,Indeterminado,2021-12-01,2933.38,Tacna,Mixto,Activo,73.69,0,0
E0470,Verónica,Quintana,24,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2019-10-31,5813.87,Tacna,Remoto,Activo,96.31,0,0
E0471,Gabriel,Tamarit,49,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2024-03-21,2994.17,Cusco,Presencial,Activo,50.32,0,0
E0472,Espiridión,López,41,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2023-02-07,3174.84,Cusco,Mixto,Activo,77.0,0,0
E0473,Cosme,Belda,41,Femenino,Producción,Jefe de Línea,Indeterminado,2020-02-03,1519.48,Lima,Remoto,Activo,78.87,0,0
E0474,Clarisa,Garzón,34,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2021-05-05,3645.76,Tacna,Mixto,Activo,9.3,0,0
E0475,Raquel,Delgado,41,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2025-04-09,2722.44,Chiclayo,Remoto,Cesado,74.62,0,0
E0476,Rogelio,Landa,32,Femenino,Producción,Operario de Planta,Plazo Fijo,2020-07-06,2157.23,Piura,Mixto,Activo,20.28,0,0
E0477,Ascensión,Vilar,35,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2022-06-02,4356.37,Arequipa,Presencial,Activo,76.42,0,0
E0478,Andrés,Galvez,54,Masculino,TI,Soporte Técnico,Plazo Fijo,2018-10-09,5483.47,Tacna,Remoto,Activo,98.44,0,0
E0479,Ruy,Herranz,52,Femenino,TI,Desarrollador Backend,Plazo Fijo,2022-07-09,3595.48,Trujillo,Presencial,Activo,54.08,0,0
E0480,Alfredo,Uriarte,52,Femenino,TI,Analista de Sistemas,Plazo Fijo,2018-10-04,5880.89,Trujillo,Remoto,Activo,0.84,1,1
E0481,Luis Miguel,Cabrera,33,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2025-05-19,4036.78,Tacna,Remoto,Cesado,26.28,1,1
E0482,Rolando,Mas,37,Femenino,Recursos Humanos,Reclutador,Indeterminado,2020-09-21,3458.76,Tacna,Presencial,Activo,75.22,0,0
E0483,Edelmira,Morcillo,43,Femenino,Logística,Supervisor de Logística,Indeterminado,2018-01-17,1594.88,Trujillo,Mixto,Activo,72.08,0,0
E0484,Amelia,Rocamora,35,Femenino,TI,Desarrollador Backend,Indeterminado,2019-12-25,1688.21,Trujillo,Mixto,Cesado,49.96,0,0
E0485,Rafa,Mulet,60,Femenino,TI,Soporte Técnico,Indeterminado,2023-12-31,5282.61,Cusco,Mixto,Activo,69.05,0,0
E0486,Obdulia,Vendrell,23,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2022-09-06,4705.09,Arequipa,Remoto,Activo,56.04,0,0
E0487,Curro,Peñas,36,Femenino,Finanzas,Contador,Indeterminado,2022-08-24,5327.56,Arequipa,Remoto,Activo,64.99,0,0
E0488,Adriana,Aroca,54,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2023-08-03,3517.95,Tacna,Mixto,Activo,38.11,0,0
E0489,Petrona,Company,38,Femenino,Producción,Operario de Planta,Plazo Fijo,2020-11-03,5025.13,Trujillo,Mixto,Activo,61.23,0,0
E0490,Cintia,Barriga,45,Masculino,Finanzas,Analista Financiero,Plazo Fijo,2018-03-20,2519.35,Tacna,Presencial,Activo,60.54,0,0
E0491,Román,Raya,45,Femenino,TI,Soporte Técnico,Indeterminado,2019-09-25,1778.3,Chiclayo,Remoto,Cesado,23.46,1,1
E0492,Fidel,Silva,36,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2024-08-16,1414.46,Iquitos,Presencial,Activo,2.64,0,0
E0493,Angelita,Terrón,45,Masculino,Finanzas,Contador,Plazo Fijo,2018-11-12,4250.0,Trujillo,Presencial,Activo,24.74,0,0
E0494,Carolina,Grande,38,Femenino,Producción,Operario de Planta,Indeterminado,2019-10-05,5181.29,Trujillo,Mixto,Cesado,35.68,0,0
E0495,Nicanor,Valls,40,Femenino,TI,Analista de Sistemas,Indeterminado,2024-07-23,3185.36,Cusco,Mixto,Activo,45.65,0,0
E0496,Kike,Galan,60,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2025-07-14,3371.97,Cusco,Remoto,Activo,44.19,1,1
E0497,Amaya,Salmerón,43,Femenino,Logística,Almacenero,Prácticas,2021-12-31,930.47,Cusco,Presencial,Activo,84.79,0,0
E0498,Flavia,Barrera,42,Femenino,TI,Analista de Sistemas,Plazo Fijo,2020-12-13,5604.99,Lima,Mixto,Activo,76.59,0,0
E0499,Lupe,Serra,38,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2018-11-24,3017.5,Tacna,Presencial,Activo,16.33,0,0
E0500,Luciano,Ayala,44,Femenino,Marketing,Diseñador Gráfico,Plazo Fijo,2022-10-06,4100.39,Arequipa,Remoto,Activo,74.29,0,0
E0501,Clarisa,Mayol,37,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2020-07-22,2398.25,Trujillo,Presencial,Activo,27.21,0,0
E0502,Armando,Santamaría,59,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2020-12-14,1181.63,Lima,Presencial,Cesado,10.23,0,0
E0503,Galo,Barrena,37,Masculino,Producción,Jefe de Línea,Indeterminado,2025-04-30,1387.3,Lima,Presencial,Activo,34.19,0,0
E0504,Tito,Juárez,39,Femenino,Logística,Supervisor de Logística,Indeterminado,2021-04-22,1336.73,Lima,Remoto,Cesado,77.57,0,0
E0505,Cristóbal,Barón,24,Femenino,Marketing,Especialista en Marca,Indeterminado,2018-10-03,5129.24,Cusco,Remoto,Activo,71.47,0,0
E0506,Narcisa,Santos,44,Femenino,Marketing,Coordinador de Producto,Indeterminado,2018-11-20,3266.43,Lima,Presencial,Activo,98.21,0,0
E0507,Aristides,Puerta,50,Femenino,Producción,Jefe de Línea,Indeterminado,2022-01-25,4119.86,Tacna,Presencial,Activo,54.96,0,0
E0508,María Ángeles,Bernad,27,Femenino,TI,Analista de Sistemas,Indeterminado,2019-02-01,2757.36,Cusco,Presencial,Activo,21.78,0,0
E0509,Ildefonso,Arroyo,27,Masculino,Producción,Jefe de Línea,Plazo Fijo,2018-03-20,1778.52,Tacna,Presencial,Activo,39.58,0,0
E0510,Javiera,Hurtado,35,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2019-12-02,3952.8,Chiclayo,Mixto,Activo,24.87,0,0
E0511,Agapito,Larrañaga,51,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2024-12-23,1234.47,Tacna,Mixto,Activo,70.13,0,0
E0512,Cristian,Villalonga,26,Masculino,TI,Desarrollador Backend,Plazo Fijo,2023-05-01,4928.01,Tacna,Mixto,Activo,43.87,0,0
E0513,Marcia,Oliva,32,Masculino,Producción,Jefe de Línea,Indeterminado,2020-09-23,1613.09,Tacna,Mixto,Activo,43.75,0,0
E0514,Amada,Samper,38,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2025-03-04,2692.66,Trujillo,Mixto,Activo,83.13,0,0
E0515,Nereida,Águila,55,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2022-10-09,2429.06,Trujillo,Remoto,Activo,45.41,1,1
E0516,Piedad,Sanmartín,60,Femenino,Producción,Operario de Planta,Indeterminado,2019-11-26,5274.12,Lima,Mixto,Activo,6.33,0,0
E0517,Camilo,Cabello,54,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2022-05-10,1711.45,Chiclayo,Mixto,Activo,64.09,0,0
E0518,Felicidad,Tovar,27,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2023-01-03,5164.43,Arequipa,Presencial,Cesado,3.13,0,0
E0519,Nicolasa,Mateo,26,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2019-05-22,4183.68,Lima,Mixto,Activo,52.58,0,0
E0520,Graciano,Benavente,57,Femenino,Finanzas,Contador,Indeterminado,2020-07-09,4569.48,Piura,Mixto,Activo,20.87,0,0
E0521,Santos,Bartolomé,51,Masculino,TI,Analista de Sistemas,Plazo Fijo,2021-12-16,3759.16,Lima,Remoto,Activo,79.42,0,0
E0522,Luna,Barriga,23,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2023-10-11,1325.13,Arequipa,Remoto,Activo,9.71,1,1
E0523,Hermenegildo,Pol,34,Femenino,Marketing,Especialista en Marca,Indeterminado,2020-05-10,4100.4,Piura,Mixto,Activo,55.81,0,0
E0524,Gregorio,Aguado,26,Femenino,Producción,Jefe de Línea,Indeterminado,2018-07-18,1775.72,Iquitos,Presencial,Activo,50.47,0,0
E0525,Pastor,Talavera,30,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2021-10-05,3020.58,Tacna,Remoto,Activo,32.35,1,1
E0526,Guiomar,Rodrigo,35,Masculino,TI,Analista de Sistemas,Plazo Fijo,2023-05-01,5805.57,Cusco,Remoto,Activo,0.02,1,1
E0527,Victor,Somoza,22,Femenino,Recursos Humanos,Analista de RRHH,Prácticas,2022-01-05,963.3,Trujillo,Remoto,Activo,21.48,1,1
E0528,Angelino,Riera,40,Masculino,Producción,Jefe de Línea,Plazo Fijo,2022-02-06,1121.32,Trujillo,Presencial,Cesado,26.5,0,0
E0529,Silvestre,Arcos,57,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2025-05-27,3822.37,Cusco,Presencial,Activo,72.36,0,0
E0530,Chus,Cañellas,50,Masculino,TI,Analista de Sistemas,Indeterminado,2023-11-16,4186.23,Arequipa,Mixto,Activo,57.63,0,0
E0531,Mariana,López,25,Masculino,Logística,Supervisor de Logística,Indeterminado,2019-10-15,5646.35,Iquitos,Remoto,Activo,22.67,1,1
E0532,Delfina,Villalobos,58,Masculino,Producción,Supervisor de Producción,Indeterminado,2024-02-16,2475.25,Iquitos,Presencial,Activo,56.49,0,0
E0533,Aureliano,Palmer,40,Masculino,Marketing,Especialista en Marca,Indeterminado,2023-10-08,4746.9,Iquitos,Remoto,Activo,28.98,1,1
E0534,Jose Ignacio,Galán,45,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2018-08-11,3827.2,Arequipa,Remoto,Activo,26.26,1,1
